src,score
100,42.79201720047539
112,17.449560091059034
103,15.150695230125342
110,12.464780920190162
108,11.834851586556237
111,11.040727416324824
113,10.582713953098141
102,8.860706713664598
101,7.795367285384193
105,7.500196845455385
117,7.012465222677813
107,5.37694063308177
114,5.263735640271936
104,3.5430473594096012
109,3.4570552552887914
125,-1.1445202521841544
106,-1.379463969897247
123,-2.8923947110044548
124,-5.657072252478087
115,-8.121377360231744
129,-9.326780246873186
121,-11.526998585500959
126,-12.907789572525177
116,-14.01681611754885
127,-14.3648793889541
120,-14.653516900416054
119,-15.279107089516444
122,-15.99527859619586
128,-18.985404441349303
118,-23.8734618683875
